PIN,pc1,pc2,pc3,pc4,pc5,pc6,pc7,lat,long_,Prairie_X,sale_amoun,sale_year
06-27-408-014,-2.85405529,-0.827609217,-1.229521114,-1.291588111,0.230940228,0.209197334,0.823939568,42.345544,-88.048421,0,148500,2007
06-27-408-015,-3.013419398,-0.787678126,-1.895787105,-1.542776966,-0.11013302,-0.189623271,0.585253958,42.345406,-88.048421,0,167500,2007
06-27-409-006,-2.369318273,0.191897865,-1.231322811,-1.491970042,-0.427132622,-0.967906581,1.437883802,42.345545,-88.047811,0,220000,2006
06-27-409-016,-3.209556652,-0.043178026,-0.990951125,-1.131231256,0.248358175,0.185656821,0.847588561,42.345545,-88.047348,0,220000,2006
06-27-409-017,-0.853709924,-0.798514289,0.167211492,-1.766053488,-0.286683784,-0.014777705,-0.808539935,42.345408,-88.047348,0,188000,2009
06-27-410-010,-4.559448855,0.329774552,-2.25389389,-0.892872197,0.429254901,0.664920627,1.347108725,42.346244,-88.044937,0,121000,2008
06-27-410-015,-2.388494811,0.869692828,0.537474541,-0.937254404,0.060068245,-0.100172398,-0.017860468,42.345546,-88.046738,0,168000,2007
06-27-410-030,-1.197338987,-0.606323065,-0.224839348,-1.463403101,-0.416492586,-0.858069729,-0.437226709,42.345798,-88.044871,0,280000,2007
06-27-410-032,-4.058604398,-2.028149088,-3.457404875,-1.895418054,0.173867381,2.737013802,-3.235576862,42.345636,-88.044089,0,192000,2007
06-27-410-033,-0.895476758,-1.634012221,-0.063739541,-1.546489844,-0.023054239,0.454413169,-0.693019635,42.345326,-88.045579,0,330000,2008
06-27-410-034,-0.37647528,-2.159499294,0.010922862,-1.783019575,-0.004739034,0.658000212,-0.301844522,42.345317,-88.045231,0,318000,2006
06-27-410-043,0.080330239,-2.378427354,-0.382325189,-2.125006457,-0.176882408,1.624181781,-0.297006949,42.344459,-88.044931,0,175000,2010
06-27-410-060,1.032961419,-2.914889881,0.178849918,-2.14972636,-0.584949309,-2.508702627,1.383742169,42.344355,-88.045409,0,284000,2007
06-27-410-071,-1.603584851,1.523087226,1.677400671,-1.090350541,0.250759344,0.134499988,0.35391096,42.344799,-88.044504,0,190000,2007
06-27-410-076,-1.603377543,1.522982888,1.676951016,-1.091780754,0.254884656,0.134887701,0.354997366,42.344772,-88.044504,0,225000,2007
06-27-410-077,-1.603333785,1.522965604,1.676857985,-1.092062925,0.255716515,0.13496165,0.355211682,42.344766,-88.044504,0,230000,2006
06-27-410-093,-1.602963611,1.522156327,1.675826673,-1.097075698,0.268026034,0.136666283,0.35905655,42.344678,-88.044504,0,225000,2007
06-27-410-094,-1.602992415,1.522022284,1.675833921,-1.097468726,0.268638456,0.136854792,0.359362545,42.344673,-88.044504,0,225000,2007
06-27-410-097,-1.603078788,1.521620034,1.675855733,-1.098647128,0.270475598,0.137420309,0.36028037,42.344656,-88.044504,0,165000,2007
06-27-410-100,-1.603163873,1.521219567,1.675875957,-1.099822601,0.27231625,0.137983876,0.361196397,42.34464,-88.044504,0,132000,2008
06-27-410-115,-1.603522789,1.519319533,1.675888277,-1.105582801,0.28171437,0.140698069,0.365689766,42.344558,-88.044505,0,188000,2006
06-27-410-116,-1.603542508,1.519199356,1.675883467,-1.105959455,0.282353265,0.140872451,0.365983842,42.344552,-88.044505,0,48000,2010
06-27-410-117,-1.603561674,1.519080033,1.675877917,-1.106335146,0.282993787,0.14104597,0.366277199,42.344547,-88.044505,0,174000,2007
06-27-410-118,-1.701027135,1.640243633,1.677779163,-1.071522967,0.29014146,0.0945737,0.364346173,42.344541,-88.044505,0,180000,2007
06-27-410-119,-1.603598325,1.518843984,1.675864563,-1.10708361,0.284279771,0.141390385,0.366861727,42.344536,-88.044505,0,76650,2010
06-27-410-122,-1.603649024,1.518496527,1.675838798,-1.108198892,0.286221326,0.141900333,0.367732961,42.344519,-88.044505,0,192000,2007
06-27-410-123,-1.701111616,1.639664565,1.677736197,-1.073381743,0.293377438,0.095423585,0.365798207,42.344514,-88.044505,0,197388,2006
06-27-410-126,-1.603708421,1.51804595,1.675793438,-1.109671753,0.288834208,0.142567457,0.368883952,42.344497,-88.044505,0,76884,2010
06-27-410-127,-1.528548483,1.424375184,1.674308549,-1.137181561,0.284473309,0.178715117,0.370885144,42.344492,-88.044505,0,229000,2008
06-27-410-129,-1.603746631,1.517717839,1.675750908,-1.110765474,0.290812535,0.143057902,0.369738968,42.344481,-88.044505,0,259000,2007
06-27-410-208,-1.530700355,1.420847104,1.677255853,-1.137143828,0.280757139,0.181406637,0.372812945,42.344481,-88.04458,0,72000,2010
06-27-411-002,-3.032531219,-2.056844528,-2.54650863,-0.931277156,0.629734987,-1.420357804,0.86069058,42.345077,-88.053042,0,305000,2006
06-27-411-006,-0.31688539,-0.750363092,1.181957829,-1.271551444,0.465508077,-0.845306983,0.596604584,42.344403,-88.052481,0,292500,2006
06-27-413-019,2.060406495,-4.056699464,0.671813868,-2.382503309,0.440619063,0.586118575,2.071040285,42.343429,-88.044695,0,485000,2010
06-34-100-027,-4.220463403,-3.106750028,-1.449880207,1.601614635,3.611349515,2.399888323,1.576149902,42.338659,-88.053912,0,120000,2007
06-34-100-028,0.940929583,-2.13810647,3.797569271,1.114526925,3.182472343,2.138885693,0.36042417,42.338335,-88.05384,0,241150,2009
06-34-102-008,1.886510134,-2.364681628,0.742720591,-1.785863996,1.091502242,1.035622281,-0.493964424,42.342041,-88.054197,0,349000,2009
06-34-102-012,1.907599115,-2.639252726,0.550574906,-1.800932516,1.080960028,-0.115544347,-0.589671857,42.341516,-88.053771,0,315000,2007
06-34-102-013,1.546194927,-2.248830353,0.426214496,-1.5595762,1.201406786,-0.387230193,-0.988035761,42.34128,-88.053838,0,305000,2007
06-34-200-055,0.22792288,-0.714865667,0.224775657,-1.675130999,1.365543627,1.616265589,1.391043453,42.335411,-88.044244,0,120000,2007
06-34-200-078,-3.956702253,-0.546350228,-2.85398954,-1.058057664,1.662020384,0.853779079,-1.552351478,42.338327,-88.049585,0,64800,2008
06-34-200-085,-2.005731526,-1.721753785,-1.921021184,-1.362311495,1.398932788,-1.361848325,2.821006266,42.338497,-88.048374,0,215000,2007
06-34-200-087,2.410034568,-2.237797151,1.433094363,-2.299711696,1.074550823,2.092766839,0.364900143,42.338007,-88.048346,0,325000,2010
06-34-201-007,-3.456405942,-3.189903548,-4.122414444,-1.401476424,1.07534202,-0.380807728,-0.12024086,42.341612,-88.050926,0,410000,2006
06-34-202-012,-2.020548507,-2.120849379,-1.732268069,-1.978429027,0.779377143,-0.136395919,-0.13302449,42.340282,-88.044055,0,410000,2008
06-34-203-005,-3.911834635,0.438288298,-1.780814241,-0.993725186,1.271382304,0.691545752,-1.200568735,42.341344,-88.052202,0,107500,2008
06-34-203-012,1.12975956,-0.656724692,1.706497953,-1.633323837,0.753802154,0.421800417,-0.424701765,42.341844,-88.0516,0,365000,2008
06-34-204-005,-1.028082083,0.05810054,-0.112445537,-1.219296516,0.967070892,-0.950021218,0.062980475,42.340891,-88.052844,0,166000,2007
06-34-204-014,-1.070712951,0.036316616,-0.056396111,-1.298084822,0.835868883,-0.912517316,0.10309453,42.340828,-88.052,0,130000,2007
06-34-204-024,-1.498386105,0.934717575,0.172388679,-1.174202833,1.189137061,0.157151539,-0.38214611,42.340586,-88.052384,0,164000,2006
06-34-204-025,-1.331895368,0.574333738,0.051796264,-1.199691515,1.032694288,-0.959396919,0.156621287,42.340559,-88.052325,0,156500,2006
06-34-204-028,-1.247723692,0.379492972,-0.028288267,-1.251874887,1.183950343,0.314582294,-0.448746431,42.340425,-88.052053,0,173000,2007
06-34-205-018,1.711462558,-2.625293144,0.582109875,-2.130708938,0.64914593,-1.557433745,1.14512743,42.339347,-88.048959,0,575000,2008
06-34-205-021,0.489330737,-1.36224083,1.241791558,-1.599924776,0.646395478,-2.316802908,1.682292763,42.340682,-88.048252,0,447000,2007
06-34-206-019,0.083486344,-1.363479527,0.40798575,-1.513963892,1.41727632,1.266673227,0.156068655,42.33821,-88.050618,0,187500,2010
06-34-206-021,0.873134646,-1.399546638,0.555200251,-1.741770355,1.059241813,0.319180943,-0.557984021,42.3382,-88.050033,0,258000,2007
06-34-206-029,1.633212894,-2.578067843,0.449157507,-2.00605766,0.996777064,-0.7307454,-0.723693504,42.338648,-88.049122,0,215000,2010
06-34-206-030,1.574619556,-2.227281799,0.637824959,-2.092593614,1.040869142,0.708553502,-0.359617556,42.338439,-88.049103,0,330000,2008
06-34-206-034,1.427835996,-2.040221033,0.599267697,-1.952127658,0.980246478,0.375523153,-0.447813669,42.337615,-88.049091,0,251000,2010
06-34-209-018,-2.707707732,-0.300837787,-2.012683037,-1.491191643,1.179503422,-0.252193121,0.518469637,42.336943,-88.045315,0,185000,2008
06-34-209-020,-3.684076384,0.097267964,-1.987303339,-1.283251632,1.257744265,0.540890012,0.199086688,42.336669,-88.045316,0,182500,2006
06-34-209-022,-0.317427492,0.199419206,0.684760351,-1.578662778,1.024813174,0.334998957,-0.536017631,42.336394,-88.045317,0,150000,2010
06-34-210-022,-3.846030994,-0.993913262,-3.180678337,-1.410147781,1.563721823,0.985966824,1.326905912,42.336669,-88.044112,0,210000,2006
06-34-210-027,-2.271304576,-0.093228857,-0.833917005,-1.37278656,1.35136233,0.643459658,-0.073226257,42.336566,-88.044594,0,180000,2007
06-34-211-006,-3.365829994,-1.506499345,-3.215709439,-1.304494885,1.495728269,0.009383548,1.215027824,42.335571,-88.044116,0,245000,2008
06-34-212-005,0.26618835,-0.964162449,0.249236771,-1.482394407,0.960867606,0.058395141,-0.650486061,42.337642,-88.051678,0,290000,2008
06-34-213-005,1.901437053,-3.712778352,0.025954088,-1.91114033,0.246007819,-2.890288271,0.129680742,42.342168,-88.052066,0,306000,2008
06-34-213-011,-0.474790535,-1.037760058,0.242585763,-1.065534603,1.247794109,-1.197062331,-0.584950577,42.341619,-88.052983,0,335000,2006
06-34-400-002,-1.599194098,-1.837808169,-2.444240325,-1.632803109,1.213704099,0.219194997,1.009125987,42.335049,-88.044273,0,240600,2006
06-34-400-004,-3.406349824,-1.405984684,-3.766301936,-1.699600446,1.191885994,1.406167462,-2.121974758,42.334675,-88.044274,0,105000,2009
06-34-401-003,0.731209197,0.137927992,1.52250123,-0.988992515,0.274960401,-1.01422287,-0.82517458,42.331352,-88.048758,0,238000,2009
06-34-401-005,0.634708063,0.297258936,1.544617254,-1.000066149,0.296536937,-0.543832819,-0.649790056,42.331307,-88.048607,0,229000,2009
06-34-401-006,0.634420399,0.297816068,1.544544702,-1.002333244,0.295255648,-0.543961069,-0.64958288,42.331284,-88.048532,0,235000,2006
06-34-401-008,0.730360439,0.142182877,1.521603064,-0.999369885,0.270450885,-1.015945275,-0.824791825,42.331239,-88.048382,0,231000,2008
06-34-401-034,0.276233321,0.984092398,1.731379131,-1.062733476,0.498244323,-0.47879165,-0.255260637,42.331866,-88.0466,0,220586,2007
06-34-401-036,0.294232186,0.901372089,1.686807085,-1.045679011,0.471615223,-0.707431622,-0.307697571,42.331751,-88.0466,0,234470,2007
06-34-401-037,0.236705827,0.425107784,1.852352172,-0.917951987,0.782694394,-0.605648819,0.242671285,42.331693,-88.0466,0,238740,2007
06-34-401-038,0.235616924,0.060647022,1.532171514,-0.860143274,0.604455978,-1.166921459,0.215614203,42.331623,-88.0466,0,192500,2009
06-34-401-041,1.144142821,0.511945593,1.591622591,-1.466888752,0.180590917,-0.795075393,-0.60299022,42.332421,-88.04627,0,189999,2008
06-34-401-042,1.184293606,0.23830294,1.429042435,-1.431078946,0.132013003,-1.612084767,-0.764932876,42.332364,-88.04627,0,180000,2008
06-34-401-043,0.831619307,1.092625449,1.761679229,-1.391133368,0.259529107,-0.586072934,-0.511160876,42.332306,-88.04627,0,239359,2007
06-34-401-046,0.676491816,-0.238211106,1.728258255,-1.051508199,0.695417142,-1.193944833,0.517641308,42.332121,-88.046271,0,232188,2007
06-34-401-054,0.327854537,0.874176106,1.703856391,-1.022998753,0.43619937,-0.309534083,-0.512792946,42.331337,-88.047111,0,258900,2006
06-34-401-059,-0.061280846,1.276510757,1.637031307,-0.919463073,0.473953855,-0.572097844,-0.558026986,42.331339,-88.046485,0,134900,2009
06-34-401-062,0.740210838,0.14508968,1.502549163,-1.124324236,0.352662982,-0.990670098,-0.772643797,42.33134,-88.046245,0,155000,2009
06-34-401-121,0.48092119,0.725133397,1.769341025,-0.945675353,0.424659805,-0.779156961,-0.693905951,42.331905,-88.049246,0,263065,2006
06-34-401-122,-0.008081169,1.284702352,1.73347502,-0.822395412,0.464444017,-0.574318605,-0.572610637,42.331905,-88.049158,0,205250,2006
06-34-401-123,0.384734329,0.885991035,1.793258927,-0.962582283,0.452327611,-0.306575327,-0.513624264,42.331906,-88.04908,0,233525,2006
06-34-401-124,0.385095862,0.886324327,1.792500784,-0.966999939,0.455150453,-0.305888708,-0.511948173,42.331906,-88.048998,0,250240,2007
06-34-401-125,0.07062927,1.248739376,1.774510469,-0.865988506,0.475173873,-0.417661185,-0.548399452,42.331906,-88.048921,0,232985,2006
06-34-401-126,0.482760124,0.726828983,1.765485073,-0.968139342,0.439015951,-0.775666075,-0.68538325,42.331906,-88.048832,0,292895,2006
06-34-401-128,0.066419121,1.253852335,1.776411714,-0.826914949,0.433674115,-0.433918231,-0.57442151,42.331641,-88.049156,0,211190,2006
06-34-401-129,0.381628465,0.891784264,1.792696465,-0.936283108,0.419111065,-0.320808411,-0.534904259,42.331641,-88.049078,0,165000,2009
06-34-401-131,0.3820059,0.892137984,1.791919752,-0.940659413,0.421975137,-0.320145415,-0.533251268,42.331641,-88.048997,0,227345,2007
06-34-401-132,-0.010141439,1.291814132,1.73091102,-0.808904024,0.439488465,-0.586649741,-0.588948292,42.331642,-88.048919,0,210645,2007
06-34-401-133,0.479768817,0.73209445,1.764418623,-0.941638792,0.405967825,-0.789874183,-0.706943965,42.331642,-88.048831,0,144900,2010
06-34-402-010,0.06827538,1.230625371,1.661056349,-1.051120171,0.556645112,-0.467788372,-0.422440181,42.331344,-88.044524,0,205000,2007
06-34-402-013,0.758752201,0.172528448,1.470769302,-1.207494575,0.443662094,-0.994225462,-0.750384682,42.331266,-88.044192,0,235000,2009
06-34-402-017,0.033463892,1.276034324,1.647164183,-1.020306855,0.546544628,-0.432974154,-0.530896007,42.331027,-88.044191,0,200000,2007
06-34-402-021,0.050100978,1.257435218,1.706085523,-0.984158412,0.510712288,-0.416922981,-0.527602012,42.331341,-88.045704,0,241785,2006
06-34-402-023,0.365332366,0.904715793,1.727062242,-1.097686789,0.499942092,-0.305397171,-0.484348077,42.331342,-88.045545,0,232000,2007
06-34-402-025,0.464694853,0.743173482,1.695286746,-1.100005127,0.489150186,-0.775521905,-0.659099285,42.331342,-88.045314,0,219000,2008
06-34-403-006,0.346360962,0.641836201,1.46198284,-1.023808928,0.372293461,-0.811376518,-0.6905785,42.330734,-88.044838,0,234000,2009
06-34-403-007,0.254795303,0.737907158,1.449898138,-0.990127944,0.369901421,-0.820783813,-0.685186899,42.330683,-88.044866,0,251000,2008
06-34-403-008,0.687132699,0.242366791,1.475534053,-1.124062188,0.337111114,-0.691362198,-0.662858001,42.330626,-88.044898,0,211000,2009
06-34-403-012,0.056812746,1.216856865,1.683157085,-0.934404192,0.446756708,-0.589108054,-0.588402612,42.330933,-88.045794,0,205000,2008
06-34-403-029,0.457784846,0.780132528,1.699090351,-1.032056026,0.405219988,-0.822074569,-0.715402754,42.330538,-88.044946,0,267755,2006
06-34-403-030,-0.032001727,1.335984737,1.661115069,-0.89593418,0.433726548,-0.620466439,-0.60262537,42.330481,-88.044977,0,220000,2007
06-34-403-031,0.371234998,0.876034084,1.686616,-1.019151155,0.402795163,-0.504252081,-0.582543375,42.330423,-88.045009,0,246375,2006
06-34-404-003,0.415315472,0.710786293,1.7025355,-0.855320312,0.327325374,-0.810503619,-0.751229152,42.331352,-88.050031,0,165000,2010
06-34-404-008,0.35926633,0.773936851,1.685877278,-0.881530593,0.335995958,-0.476002316,-0.606638778,42.331198,-88.049519,0,243000,2006
06-34-404-011,-0.07436374,1.276024558,1.661379454,-0.745927447,0.358431593,-0.610679119,-0.633570792,42.331131,-88.049295,0,195000,2007
06-34-404-012,0.414643324,0.72102906,1.698397903,-0.876301695,0.320941053,-0.815872459,-0.752059496,42.331107,-88.049216,0,218800,2008
06-34-404-017,0.017957044,1.179542494,1.663000329,-0.78335941,0.352616737,-0.607422988,-0.648525002,42.330976,-88.048781,0,208000,2007
06-34-404-019,0.016214132,1.190855663,1.66996014,-0.790729995,0.348844805,-0.609472819,-0.644581079,42.330915,-88.048569,0,204000,2006
06-34-404-022,0.41387823,0.731281612,1.694038271,-0.89799199,0.313645761,-0.821337558,-0.753060772,42.330847,-88.04835,0,230000,2008
06-34-404-023,0.724439092,0.15677119,1.524300223,-0.967893766,0.21743881,-1.037724189,-0.853566732,42.330783,-88.048138,0,237000,2007
06-34-404-037,0.667664568,0.228361335,1.513129811,-0.995556397,0.224941857,-0.705032599,-0.706663471,42.330607,-88.047552,0,257000,2008
06-34-404-041,0.724187168,0.168380737,1.519199337,-0.989707308,0.210706588,-1.044183018,-0.85525674,42.330501,-88.047199,0,235000,2008
06-34-404-045,0.724633023,0.172810248,1.516766592,-0.995561344,0.209995307,-1.04713088,-0.856643939,42.330411,-88.046899,0,221000,2009
06-34-404-052,0.320392683,0.914000955,1.701541442,-0.965254584,0.342629365,-0.360694035,-0.574139804,42.330325,-88.046177,0,153000,2009
06-34-404-062,0.423592842,0.774279927,1.664842255,-0.986103136,0.344851577,-0.840894771,-0.748769683,42.330134,-88.045101,0,132000,2010
06-34-404-063,0.011266066,1.294900289,1.671387163,-0.88071545,0.375582081,-0.484981305,-0.616187807,42.330076,-88.045133,0,174000,2010
06-34-404-065,0.635238579,0.35898896,1.521099978,-1.035857717,0.248021397,-0.594276541,-0.688266835,42.329967,-88.045193,0,180000,2010
06-34-404-070,0.323224377,0.927006678,1.69389968,-0.97471291,0.346405847,-0.370246638,-0.579650651,42.330122,-88.045503,0,229500,2006
06-34-404-071,0.240851017,0.75095688,1.465145656,-0.896035434,0.259525007,-0.85590129,-0.742248309,42.330068,-88.045532,0,220000,2006
06-34-404-081,0.443083428,0.876897651,1.856441076,-0.838295797,0.369813827,-0.458042392,-0.679139597,42.331655,-88.050829,0,264515,2007
06-34-404-083,0.383604638,0.84535737,1.767831579,-0.846505426,0.383170682,-0.330073264,-0.584254574,42.331656,-88.050582,0,242500,2007
06-34-404-084,0.06379962,1.249576455,1.782996755,-0.750996534,0.398131205,-0.448184337,-0.60514438,42.331657,-88.050504,0,231715,2007
06-34-404-085,0.754519058,0.296694991,1.683885769,-0.927534002,0.285791613,-0.666877707,-0.76988156,42.331657,-88.050416,0,280380,2007
06-34-404-086,-0.027357742,1.348790047,1.77389552,-0.709891332,0.398028499,-0.458925141,-0.600178393,42.331656,-88.050741,0,208495,2007
06-34-404-087,0.405329743,0.85727966,1.802777243,-0.856651119,0.375214064,-0.32603184,-0.56887604,42.331656,-88.050663,0,237625,2007
06-34-404-088,0.475280415,0.730143972,1.776425095,-0.862078454,0.3636865,-0.804278152,-0.737158246,42.331657,-88.050283,0,278040,2007
06-34-404-089,0.387649532,0.618545459,1.585104583,-0.830609157,0.303675301,-0.808105698,-0.725728186,42.331657,-88.050194,0,246055,2007
06-34-404-090,0.378577779,0.890765967,1.801342164,-0.879739359,0.389910033,-0.331070441,-0.556141934,42.331657,-88.050116,0,244645,2007
06-34-404-091,0.378711811,0.890743209,1.800894794,-0.88450301,0.392039755,-0.330034497,-0.554186928,42.331657,-88.050035,0,241235,2007
06-34-404-092,-0.013648626,1.289886031,1.740068911,-0.753098983,0.408865314,-0.596153177,-0.609655829,42.331658,-88.049957,0,203500,2007
06-34-404-093,0.47596261,0.730029211,1.774149282,-0.88630167,0.374518419,-0.799011109,-0.727217403,42.331658,-88.049869,0,277485,2007
06-34-404-094,0.507990747,0.742534273,1.815542677,-0.776631853,0.361804139,-0.821811859,-0.766178815,42.331931,-88.051962,0,141000,2010
06-34-404-099,0.506041809,0.743856791,1.815998743,-0.791240135,0.357372824,-0.820409917,-0.762513185,42.331821,-88.051596,0,257890,2008
06-34-404-100,0.505329815,0.744332001,1.816037652,-0.796519649,0.35539421,-0.820011913,-0.761385911,42.331779,-88.051456,0,173250,2009
06-34-404-101,0.002436285,1.362876361,1.812155462,-0.675151887,0.39888944,-0.467880652,-0.611893412,42.331754,-88.051374,0,215055,2008
06-34-404-102,0.407581034,0.906111969,1.842146042,-0.810077221,0.375014048,-0.34873883,-0.583175609,42.331733,-88.051302,0,249990,2008
06-34-404-104,0.51047339,0.743925418,1.816655376,-0.755257676,0.365889621,-0.825125818,-0.771650312,42.332083,-88.052466,0,258547,2008
06-34-404-107,0.503313632,0.746841399,1.81675346,-0.810472431,0.349096306,-0.819480145,-0.758531813,42.331664,-88.051073,0,254300,2008
06-34-404-109,0.408217031,0.90959013,1.842313878,-0.77160423,0.386446113,-0.353831131,-0.593162567,42.332015,-88.052239,0,210000,2009
06-34-404-111,0.091969809,1.269201007,1.825203107,-0.710189506,0.389785496,-0.460974103,-0.620143105,42.331688,-88.051155,0,186375,2009
06-34-405-002,0.837984012,0.178389808,1.638022829,-1.368713892,0.674336914,-0.085430344,-0.656908314,42.333532,-88.046595,0,261012,2007
06-34-405-003,0.642645651,0.375432814,1.603735452,-1.305106246,0.671879637,-0.114113121,-0.597120161,42.333452,-88.046596,0,250593,2007
06-34-405-004,0.349360189,0.931443929,1.77315168,-1.240159526,0.754296089,0.106024351,-0.501906045,42.333374,-88.046596,0,222723,2007
06-34-405-005,0.639621361,0.382473621,1.605077318,-1.291635785,0.653888257,-0.101476739,-0.595920449,42.333296,-88.046596,0,220228,2007
06-34-405-006,0.730440442,0.242350649,1.58069153,-1.312935001,0.628918157,-0.129236232,-0.631821433,42.333213,-88.046596,0,287193,2007
06-34-405-007,0.832092607,0.193872195,1.641264609,-1.325708734,0.618138215,-0.110326714,-0.690616124,42.333087,-88.046597,0,232739,2007
06-34-405-008,0.325730904,0.967600666,1.776188515,-1.19775288,0.709196081,0.076473653,-0.530185303,42.333007,-88.046597,0,217839,2007
06-34-405-009,0.654551367,0.370220697,1.607169215,-1.261172917,0.604617387,-0.1343854,-0.636347484,42.332929,-88.046597,0,241959,2007
06-34-405-010,0.322744691,0.974627545,1.777522619,-1.184068822,0.69122606,0.089091198,-0.529044085,42.332852,-88.046597,0,214146,2007
06-34-405-013,0.752534151,0.215870993,1.575721687,-1.360971936,0.669686542,-0.063136401,-0.583051015,42.333423,-88.046265,0,264654,2007
06-34-405-014,0.330913415,0.959472964,1.770489055,-1.24926442,0.765210564,0.118816257,-0.485455929,42.333341,-88.046266,0,215531,2007
06-34-405-015,0.349646209,0.937175948,1.770471447,-1.246949329,0.752477018,0.10210314,-0.503920572,42.333263,-88.046266,0,239897,2007
06-34-405-016,0.329837776,0.963280027,1.771396273,-1.232584914,0.743921963,0.088740091,-0.510265524,42.333185,-88.046266,0,123900,2009
06-34-405-019,0.829953361,0.205465119,1.640225791,-1.313114876,0.592917542,-0.124355622,-0.706751773,42.332802,-88.046305,0,176000,2008
06-34-405-020,0.636290575,0.40036562,1.604178493,-1.262823731,0.604642776,-0.147859491,-0.638869971,42.332801,-88.046197,0,205000,2008
06-34-405-043,0.693391579,0.283119101,1.590722547,-1.235736559,0.604343513,-0.241233605,-0.702155484,42.33332,-88.04777,0,264290,2007
06-34-405-044,0.326088617,0.956690668,1.781544364,-1.168738744,0.719293293,0.103647754,-0.517599882,42.33332,-88.047659,0,223000,2007
06-34-405-045,0.345916894,0.931539608,1.780506071,-1.180288416,0.718822883,0.092747949,-0.527539308,42.33332,-88.047554,0,249796,2007
06-34-405-046,0.327244003,0.954857673,1.780352489,-1.179739451,0.722656894,0.085133957,-0.52540754,42.333319,-88.047449,0,224668,2007
06-34-405-047,0.832725555,0.18390816,1.64541203,-1.306238543,0.624277753,-0.104800848,-0.68934445,42.333319,-88.047341,0,276185,2007
06-34-405-049,0.517902544,0.768523672,1.81856403,-1.19745211,0.678380504,0.093118621,-0.615172468,42.333089,-88.047724,0,224203,2007
06-34-405-050,0.322470603,0.965411765,1.784408983,-1.133971792,0.675633372,0.064584578,-0.555269198,42.333009,-88.047724,0,256696,2007
06-34-405-051,0.340139887,0.944584129,1.784734725,-1.133382963,0.664272336,0.069369423,-0.56061943,42.332931,-88.047724,0,245808,2007
06-34-405-052,-0.199389771,0.813992169,1.748343015,-0.86402748,0.961815618,0.225697386,-0.257303549,42.332853,-88.047724,0,238052,2007
06-34-405-054,0.690860514,0.286650985,1.587961562,-1.235702058,0.583487613,-0.248251941,-0.711658867,42.333085,-88.047393,0,259574,2007
06-34-405-055,0.32189446,0.967111357,1.782918079,-1.154466702,0.684920455,0.089852661,-0.534747548,42.333002,-88.047393,0,212462,2007
06-34-405-056,0.340554986,0.944710106,1.782994108,-1.152261509,0.671986469,0.073241551,-0.553127787,42.332924,-88.047393,0,239678,2007
06-34-405-057,0.631720084,0.394021866,1.614793359,-1.202240914,0.5697355,-0.15551679,-0.660064674,42.332847,-88.047393,0,233250,2007
06-34-406-007,0.483826263,0.712185876,1.772356932,-0.919775768,0.442210334,-0.771932186,-0.6916088,42.332261,-88.050282,0,230000,2008
06-34-406-008,0.072160892,1.234487654,1.780248563,-0.827776819,0.483595142,-0.411980716,-0.550534913,42.332261,-88.050193,0,240000,2007
06-34-406-009,0.698092528,0.295601918,1.627936964,-1.001908905,0.374659376,-0.513975365,-0.611215082,42.332261,-88.050115,0,244440,2007
06-34-406-011,0.072382517,1.23419533,1.77918432,-0.841562806,0.489180424,-0.40881202,-0.544795398,42.332262,-88.049964,0,228250,2007
06-34-406-012,0.483951071,0.71390758,1.772212089,-0.944340403,0.451836885,-0.766707871,-0.680689897,42.332262,-88.049877,0,244350,2007
06-34-406-013,0.449285864,0.855653218,1.844582536,-0.902705328,0.427529865,-0.430074588,-0.642829825,42.332,-88.050292,0,266230,2007
06-34-406-014,0.289084629,0.758406739,1.59840344,-0.839200294,0.361640283,-0.647841694,-0.66209218,42.332,-88.050204,0,218250,2007
06-34-406-015,0.383632468,0.877913014,1.797206552,-0.911900863,0.434305208,-0.312280291,-0.531281383,42.332,-88.050126,0,244095,2007
06-34-406-018,0.449802374,0.855300278,1.842514816,-0.927300186,0.437911598,-0.4245492,-0.632652904,42.332001,-88.049879,0,263215,2007
06-34-406-019,0.452806061,0.793865352,1.799519514,-0.863876414,0.409659044,-0.462014912,-0.584747789,42.331999,-88.050924,0,247065,2007
06-34-406-020,0.109501098,1.200307882,1.791024816,-0.755696146,0.429448283,-0.587367377,-0.617673066,42.331999,-88.050837,0,217590,2007
06-34-406-023,0.508228007,0.733596111,1.811449225,-0.876342938,0.404729251,-0.792714248,-0.719265182,42.332,-88.050519,0,276320,2007
06-34-406-024,0.480768651,0.869251181,1.885545625,-0.884377551,0.449647954,-0.430671319,-0.640117867,42.332259,-88.050924,0,275679,2007
06-34-406-027,0.022345852,1.288485558,1.776995087,-0.768160258,0.47378771,-0.576638275,-0.581426861,42.33226,-88.050598,0,214975,2007
06-34-406-028,0.48049988,0.867585402,1.884542814,-0.910508982,0.45798737,-0.423794531,-0.628755005,42.33226,-88.05051,0,268695,2007
06-34-406-029,0.511955495,0.732008197,1.811858544,-0.827507499,0.407723814,-0.800413091,-0.734679785,42.332199,-88.051567,0,255830,2007
06-34-406-031,0.414128552,0.884646641,1.830613493,-0.848685384,0.42503252,-0.326733026,-0.557937879,42.332086,-88.051192,0,256595,2007
06-34-406-033,0.096411777,1.257265003,1.820701189,-0.773604489,0.442096672,-0.435568443,-0.582459216,42.331999,-88.050608,0,226775,2007
